,Wind,Power
81784,4.839755089757983,17.004404004422042
1023,2.035521244458848,1.2650805458395005
77567,4.693329783909536,15.507238772557667
4144,2.1438905542888227,1.478083917288252
28653,2.994907348464681,4.029409753854736
43507,3.510677206912117,6.490287840014908
20136,2.699174758967118,2.949743624149985
1278,2.0443755136054818,1.2816612996242454
53372,3.8532158937024734,8.581462085438032
19091,2.662889616777972,2.8323749960450866
67974,4.360235650875589,12.434294341952514
27120,2.941677565712566,3.818356417077019
13109,2.455178879385178,2.2199371413373696
1396,2.048472783249806,1.289382743319679
11027,2.382886375999722,2.0295570409820303
44104,3.531406613502471,6.6059371449493
40994,3.423419252537645,6.018268024310013
78428,4.723225963263463,15.80547049414773
29839,3.036088380652554,4.19792319285755
15916,2.5526452852463573,2.4949547177383726
15818,2.5492424680841212,2.4849902753556
44249,3.536441393997616,6.634232004336432
42377,3.4714406416740933,6.2750976713113396
67296,4.336693711732774,12.233972778401538
9132,2.317087003321798,1.8660285442117353
31442,3.09174874709198,4.433062348562045
45825,3.591164249586222,6.946996274301454
30178,3.047859350223961,4.2469390103034454
3111,2.1080220835889305,1.4051307166847242
21542,2.747994768457968,3.112712171129084
25732,2.8934825634555956,3.6337401523292883
54844,3.904327596384217,8.927503113407681
35258,3.2242502806745446,5.0277942621023435
55738,3.9353696223335914,9.142139540098885
31751,3.102478037940254,4.479374843592638
52071,3.8080417597425895,8.283166018344902
54213,3.882417620574312,8.77804912952449
50525,3.7543605828771165,7.937782663234128
8037,2.2790657299274297,1.775668176137258
27277,2.9471290176969642,3.8396240628499285
65594,4.2775958055070085,11.740605482106455
58496,4.031134619613653,9.825918644507
9303,2.323024572043658,1.8804105101554707
9752,2.338615030266554,1.9185250262815536
5538,2.19229389229042,1.5804748190205702
47778,3.6589775344622044,7.348022678961241
85542,4.97024271114249,18.417218914398234
85464,4.967534346462344,18.387127806774835
47141,3.636859222907672,7.21557143529901
85633,4.973402469935994,18.45236667876428
26039,2.9041424090556602,3.674049350949813
36155,3.2553964744962327,5.17491148224612
82043,4.8487482494010345,17.099372232861565
77130,4.678155997175893,15.35731732083439
55146,3.91481382886376,8.999628873208598
58922,4.045926457482146,9.93448165545051
29697,3.031157768029723,4.177504086531579
15847,2.5502494241831504,2.487936167729004
50301,3.7465827150777207,7.888550944213883
38942,3.3521684278753225,5.650264171738052
60991,4.117767566754244,10.47313604151977
16331,2.567055174249702,2.5374463495167032
24381,2.8465722982904893,3.4598551340189228
12148,2.4218104376208056,2.1306479613855136
16086,2.5585481313441125,2.5123030929773136
49940,3.734047847776016,7.809637847886671
21067,2.7315015220083563,3.057001132264235
25629,2.8899061331728375,3.6202825681513424
20420,2.7090359842127802,2.982191860424894
66447,4.3072142038681,11.986176546170698
67602,4.3473188347087355,12.324114861285254
63959,4.220824315096239,11.279324370277681
28114,2.9761918540723853,3.9543402022721583
55762,3.9362029653120985,9.147948512510558
49545,3.72033241125476,7.7238974029364345
75054,4.606071829535064,14.65829230933628
47719,3.656928899640042,7.335687275203104
45211,3.5698445583860923,6.824002499294552
62043,4.154295767312122,10.754333457660097
21043,2.7306681790298497,3.0542040406960136
13247,2.4599706015115914,2.23296034240514
35440,3.2305697982615538,5.057415613663014
9229,2.320455097859929,1.8741776996657962
61358,4.130510769800576,10.57067050211138
77463,4.689718631002673,15.47147145781086
49450,3.7170337619648377,7.703370330096566
5083,2.1764950983228974,1.54655133184646
46075,3.5998449056123336,6.997495528498486
64275,4.231796664313244,11.367517586073696
31883,3.1070614243220405,4.499256742177261
6226,2.2161830576742787,1.6327066077871482
56519,3.962487991759164,9.332438494280401
32449,3.126714429565157,4.585174967152539
69465,4.412007083415317,12.882491427076763
65791,4.2844361624555845,11.797019245131015
75858,4.633988819315038,14.926438773769059
68143,4.36610377434924,12.484565169493859
66039,4.293047373233486,11.868294154578425
50607,3.757207838053681,7.95585607692207
86079,4.988888760286578,18.62527613166347
65894,4.288012592738342,11.826586574994607
85899,4.982638687947777,18.55536263856949
52842,3.8348129029271174,8.459092986222963
40171,3.3948425328996863,5.86881153275063
16537,2.574208034815218,2.558716582084745
77397,4.6874269378117805,15.448801520385231
7033,2.244204215326566,1.6954242098467793
76571,4.658746050301508,15.166954075473091
49074,3.703978055301566,7.6224831676265925
37754,3.310917950439241,5.4442306257812065
16871,2.5858053912661028,2.5934553109203087
43886,3.523837081447702,6.563548868299789
66980,4.32572136251577,12.141347323083577
43779,3.520121760668526,6.542810122008404
60058,4.085371358464797,10.2278859962814
80478,4.794407342677577,16.530882862724596
68982,4.39523605597287,12.736141439839999
60350,4.095510364703295,10.304225329565861
13645,2.473790205905161,2.2708050758423637
139,2.0048264447505177,1.2087085825274613
17208,2.597506915589301,2.6288233069980578
80358,4.790240627785044,16.487820419392545
82665,4.870345721593999,17.328885461954496
27211,2.9448373245060706,3.8306739289382823
59407,4.062766930172803,10.059050427099901
41735,3.4491487169990394,6.154985296813909
27849,2.966990358684707,3.9177765665636373
50785,3.7633884651442724,7.995182977036137
43272,3.502517390247572,6.445137097307254
25348,2.8801490757994883,3.5837372512423484
53978,3.8742578039097673,8.722817949566814
27976,2.9714001319459715,3.9352712611925065
69929,4.428118380999781,13.024136143844826
45492,3.579601615759442,6.880109422371021
56146,3.9495364529682053,9.241227010273274
47977,3.6658873366589892,7.389730499963177
56641,3.966724151899906,9.36240147453705
4625,2.160592136483061,1.5128979432281564
73436,4.549890623734071,14.128437311528963
40730,3.4142524797740714,5.970052627822406
71446,4.480792601766224,13.494468592081256
10217,2.3547610504751213,1.9585370427389452
63107,4.191240639359252,11.043813107316412
39168,3.360015740922927,5.690038369300205
74088,4.572529774650169,14.340387454300574
41180,3.429877660621072,6.052393383349554
68464,4.3772497366867675,12.580422737243786
55573,3.9296403893563583,9.102269411001625
45376,3.575573791363326,6.85691072144691
6627,2.230106829940161,1.6636741260270056
79816,4.771420965520434,16.29425327339629
76068,4.641280570376972,14.997011599938325
81602,4.833435572170973,16.9378803640712
80125,4.782150256368707,16.404421209786808
33693,3.1699093739510875,4.777842150269535
56976,3.9783562309748954,9.445006557084522
66426,4.306485028761907,11.980090100305423
74716,4.594335582587761,14.54652980738167
28009,2.9725459785414183,3.9398256356296555
10245,2.3557332839500456,1.9609639661459628
58028,4.0148844315327725,9.707567185018274
3961,2.137536314077709,1.464980229702167
20614,2.7157721732890425,3.0044934481630743
26176,2.9088994085579696,3.692133272723755
67212,4.333777011308001,12.209305018312381
78150,4.7135730737624275,15.708763157737947
82769,4.873956874500863,17.367459929874627
53805,3.8682507899396983,8.682306792858679
37285,3.294633039734256,5.364291962358825
32977,3.145047975092304,4.66630458228418
32086,3.114110117015243,4.529947360507378
47007,3.632206391277677,7.187913032506626
25941,2.9007395918934247,3.661149699411349
12531,2.4351092026528085,2.165940813511849
60944,4.116135603421336,10.460688762187365
66834,4.320651859396521,12.09871039344807
84689,4.940624312781398,18.08992443221377
5908,2.205141263209065,1.608423859915388
45528,3.5808516302272015,6.887319643648892
53039,3.841653259875693,8.504440562735656
74158,4.5749603583374805,14.363268033337578
60016,4.08391300825241,10.216936796404255
25034,2.8692461718306923,3.5431920405780457
19829,2.6885149133670527,2.9149332133219317
31537,3.0950473963819025,4.447266664385932
84202,4.923714394842532,17.904814210937406
30729,3.06699151610551,4.3274193529022495
75716,4.629058206692207,14.878843789854427
55543,3.9285987106332247,9.09503277387148
9053,2.3143439160175463,1.8594090838685697
40516,3.40682183821572,5.9311584523581065
24194,2.840079167582958,3.436232948335645
78446,4.7238509704973435,15.811745764938365
73123,4.5390224423893795,14.027434490288071
23476,2.815148323475966,3.346532940987156
7392,2.256669637380062,1.7238331022739055
42692,3.4823782682669937,6.334598460573532
12034,2.417852058472899,2.120217580639733
27150,2.9427192444356995,3.822414213204086
65534,4.275512448060741,11.723459425318275
24867,2.86344749360525,3.5217533058262522
71379,4.478466185951226,13.473460624603145
37495,3.30192479079619,5.3999879400234985
42237,3.466579474299471,6.248772919982465
47727,3.6572066806328776,7.337359062656006
51412,3.7851595504577595,8.134742877199656
36224,3.257792335559439,5.186345569650829
75656,4.62697484924594,14.858763678684928
39550,3.3732797833308252,5.75769094533971
5824,2.2022245627842914,1.6020499985882692
2094,2.072709174874709,1.3356921343858883
44185,3.534219146054931,6.621733299145793
32266,3.1203601893540434,4.557277184418473
45891,3.5934559427771156,6.9603043922286565
41261,3.4326901931735323,6.067294657595202
53700,3.8646049144087318,8.657780370369366
11510,2.3996574034421694,2.072712116478265
36716,3.2748758666188262,5.268364170315466
68,2.0023611384391025,1.2042550686421334
68831,4.389992939733099,12.690616620322087
60895,4.114434194840218,10.447722316299165
30203,3.048727415826572,4.250568775991103
9684,2.3362538918274516,1.9127198837478652
73885,4.565481081956968,14.27417121301712
38250,3.328140371995046,5.529631178129641
41933,3.4560237965717198,6.191864324409014
65296,4.267248463523883,11.65561117422446
51473,3.787277630528131,8.14840651263921
24141,2.8382388685054227,3.4295575010229893
67389,4.339922915774488,12.261322244167488
74204,4.576557599046286,14.378317086272832
22509,2.781571545966967,3.228211381380864
30796,3.0693179319205086,4.337274302100424
50093,3.739360409263996,7.843018435715664
1005,2.034896237224968,1.2639155738603358
45346,3.5745321126401928,6.850919556620332
64763,4.248741304876214,11.504615948397257
46110,3.601060197455989,7.004584892652285
24148,2.8384819268741537,3.4304386679133154
61892,4.149052651072351,10.713665853289779
13949,2.4843458836329124,2.2999979050873307
66555,4.3109642472713805,12.017510832610878
58022,4.014676095788145,9.706056061850063
85138,4.956214771004294,18.261717161520952
43773,3.5199134249238995,6.541648496952056
43557,3.512413338117339,6.499921506556379
81515,4.830414703873887,16.9061419871493
81432,4.827532726073218,16.875899824779573
4172,2.1448627877637474,1.4800957193043782
74151,4.57471729996875,14.360978881026773
21183,2.7355293464044723,3.0705444847315495
85651,4.974027477169875,18.459324276980677
35881,3.2458824754916145,5.129672426086612
1508,2.052361717149504,1.2967401997558337
16762,2.582020625238718,2.5820840819425595
41869,3.453801548629035,6.179927764267554
20152,2.6997303209527885,2.9515654062457286
28248,2.980844685702381,3.97291527299591
4145,2.143925276912927,1.4781557359499657
86350,4.998298591418882,18.730865666003748
34324,3.1918193497609924,4.877599850752757
47125,3.6363036609220014,7.212265215880233
83169,4.88784592414264,17.51635674412598
24647,2.8558085163022717,3.4936429026352953
20624,2.716119399530087,3.0056460179912476
79287,4.753052697369182,16.106795591523298
2321,2.080591210546418,1.3509881431796034
27802,2.965358395351798,3.9113153205170943
21776,2.7561198624984087,3.1404042891830053
48563,3.686234794384194,7.513464545241924
3704,2.128612599682867,1.4467088711720875
36817,3.2783828516533755,5.285307591407198
74277,4.57909235060591,14.40222085025857
69004,4.395999953703168,12.74278326779501
54194,3.8817578907163277,8.773574991768657
7505,2.2605932939038644,1.7328403965874621
52282,3.815368233428628,8.331067197519426
84077,4.9193740668294765,17.857505852476912
83635,4.904026666975312,17.69089188510153
63313,4.198393499924768,11.100452479573194
35077,3.21796548571164,4.998450600431369
36026,3.250917255986759,5.153579812964698
53909,3.871861942846561,8.706645247773123
3823,2.1327445919512957,1.4551501459262908
3085,2.1071192953622147,1.4033261924981606
17216,2.5977846965821363,2.629666787228098
5356,2.185974374703411,1.5668465252230488
84882,4.947325779233555,18.16363588455271
41193,3.43032905473443,6.054783300351214
81423,4.827220222456278,16.872622723214345
47557,3.651303834535122,7.30188819357438
53832,3.869188300790518,8.6886210652661
78121,4.712566117663399,15.698697764242569
13458,2.4672970751976298,2.2529709441703583
26364,2.9154272618896053,3.717045613909689
57927,4.011377446498223,9.682150839022313
13947,2.4842764383847036,2.299805034044242
61238,4.126344054908043,10.538712792831976
39493,3.371300593756872,5.747562336513498
66410,4.305929466776236,11.97545419142746
83343,4.893887660736814,17.58139157650097
610,2.021180800703712,1.2385306302929833
59493,4.065753075845786,10.081247028847253
80724,4.802949108207271,16.619395143777055
15456,2.536672878158312,2.4484128805147525
17814,2.6185488257965948,2.6932290343146037
5153,2.1789256820102083,1.5517384170775206
252,2.0087501012743205,1.215819190630627
41379,3.4367874628178567,6.089046424999114
45944,3.5952962418546512,6.971003509937406
32524,3.1293186263729904,4.596641296697968
65439,4.272213798770819,11.696345655940206
77996,4.708225789650343,15.655361654053745
12622,2.438268961446313,2.174383229362922
53741,3.8660285419970135,8.667351850161424
82985,4.881456961307423,17.447758958704494
54127,3.87943147490133,8.757809902405494
74991,4.603884304216484,14.63741758532605
78480,4.725031539716895,15.8236035856165
1318,2.0457644185696595,1.2842752744579264
39606,3.3752242502806746,5.767653440510867
13275,2.460942834986516,2.235608931271856
73337,4.54645308394773,14.096438488805294
3616,2.1255570087616755,1.440487624671111
55725,3.934918228220234,9.13899404040381
38742,3.3452239030544337,5.615220734806882
4408,2.1530573270523963,1.4971249201846277
18014,2.625493350617484,2.7147136536225274
33860,3.17570805217653,4.804110296402164
9642,2.334795541615065,1.9091402112704519
21248,2.737786316971261,3.0781508895388767
35769,3.2419935415919166,5.111256726580677
49729,3.726721374089978,7.763758750070441
52456,3.821409970022801,8.370707298771364
39548,3.3732103380826164,5.757335354279074
73533,4.553258718272202,14.159836624858071
11630,2.403824118334703,2.0835279169035887
61022,4.118843968101483,10.48135135093575
18971,2.6587229018854384,2.8191000460314095
83494,4.899130776976586,17.637960145729814
48539,3.6854014514056876,7.508370015542612
73317,4.545758631465642,14.089979952019446
85609,4.972569126957488,18.44309260099689
63866,4.217595111054526,11.253455929829345
41974,3.4574474241600015,6.1995192547452955
72860,4.529890392249911,13.94293941213459
25019,2.8687253324691255,3.541262859045967
50783,3.7633190198960635,7.994740383432535
8,2.0002777809928354,1.2005000752363708
42282,3.468141992384171,6.2572264018805015
8133,2.2823991018414564,1.7834708783645317
52173,3.8115834674012428,8.30629904649415
49800,3.7291866804013933,7.7791766248186445
8613,2.2990659614115905,1.8228274239811264
35695,3.2394240674081876,5.099113424098425
38132,3.3240431023507213,5.509233742956327
85702,4.975798330999201,18.479046969188385
41182,3.4299471058692808,6.05276102194704
69877,4.426312804546349,13.008210766004858
47848,3.6614081181495157,7.362675830452648
33823,3.174423315084665,4.798282126405586
6394,2.2220164585238256,1.645633324653713
36805,3.277966180164122,5.2832926128035815
39846,3.383557680065741,5.810480020248866
78160,4.713920300003473,15.712234980395795
64338,4.233984189631824,11.385155193200614
82366,4.85996365698677,17.218302119542738
48786,3.6939779395594856,7.560911445475412
58988,4.048218150673041,9.951372482951795
44387,3.541233116124029,6.661235835666777
64059,4.224296577506684,11.307184095427248
55776,3.9366890820495604,9.151338215843836
10898,2.3784071574902486,2.0181333929780187
69531,4.414298776606211,12.902576201236412
62823,4.181379414113589,10.966044133350316
20236,2.702647021377562,2.9611420695785746
8539,2.2964964872278615,1.8167225856080962
83517,4.899929397330988,17.64658718445395
17112,2.594173543675274,2.618715608875224
78224,4.7161425479461565,15.734466759448651
54801,3.9028345235477264,8.917265000427689
57138,3.9839812960798158,9.48512659319297
60710,4.108010509380895,10.398863965755547
39690,3.378140950705448,5.782618720467713
80386,4.791212861259968,16.497861625593714
5792,2.2011134388129494,1.5996262972901911
74295,4.57971735783979,14.408118997888636
36317,3.2610215396011526,5.201783362457058
4515,2.156772647831572,1.5048886286925856
4940,2.1715297630759616,1.5359908113247194
3677,2.1276750888320466,1.4447981787455981
30493,3.0587969768168612,4.292825310077499
72328,4.511417956226345,13.773060348087823
24365,2.8460167363048186,3.4578297624508934
39589,3.374633965670899,5.764627897825522
52549,3.8246391740645143,8.391945718813144
8281,2.2875380502089144,1.7955447739201769
83966,4.9155198555538835,17.81556594940826
53828,3.8690494102941004,8.687685424391928
75891,4.635134665910485,14.937514095199898
11905,2.4133728399634253,2.108455899387241
73471,4.551105915577726,14.139761602157803
20934,2.726883413002465,3.041522052965147
58959,4.047211194574011,9.943948399673205
46608,3.618352064260003,7.105975779091258
79421,4.757705528999178,16.154143432188526
42243,3.4667878100440976,6.249899610723978
85101,4.954930033912429,18.247519578056103
65874,4.287318140256253,11.820841485270742
74886,4.6002384286855165,14.602670435621373
75342,4.616071945277144,14.75397238202412
82198,4.854130256137223,17.15637526936513
76321,4.650065394275396,15.08233005342232
66989,4.326033866132709,12.143978899702264
24344,2.845287561198625,3.4551726620081014
35319,3.226368360744916,5.037709374608636
38147,3.324563941712288,5.511823849636569
10408,2.3613930716790703,1.9751319447851294
59519,4.066655864072501,10.087964051752214
27234,2.9456359448604728,3.833791334307033
52662,3.828562830588317,8.417799846895646
17865,2.6203196796259216,2.698696804463759
67831,4.355270315628653,12.391863040289866
61468,4.134330258452065,10.600021764596017
81934,4.84496348337365,17.059361935167345
82427,4.862081737057142,17.240824287467923
40503,3.406370444102362,5.928801180313658
42967,3.4919269898957164,6.386850101128323
85866,4.98149284135233,18.542564172939738
32733,3.1365756548108195,4.628694959790372
46031,3.5983171101517377,6.988589973721564
20339,2.7062234516603203,2.9729131279190244
58158,4.01939837266635,9.74034671248152
54017,3.875611986249841,8.73196789458088
77515,4.691524207456105,15.489348232493775
53972,3.8740494681651407,8.721410833305818
82743,4.873054086274147,17.35781095180418
63557,4.206865820206252,11.16779002297554
39376,3.3672380467366523,5.726809263129291
76264,4.648086204701443,15.06307994548574
23713,2.8233775853887195,3.375966642157531
32081,3.113936503894721,4.529189762584152
38768,3.3461266912811487,5.619768164389353
70278,4.440236576812231,13.131356413117746
73753,4.56089769557518,14.231223898948215
45051,3.564288938529381,6.792192211719852
39649,3.3767173231171657,5.775311008739377
11065,2.384205835715691,2.0329303472590765
19523,2.6778897903910925,2.8805098026171527
55567,3.9294320536117313,9.100821776597884
63677,4.211032535098786,11.201006509850979
51004,3.770992719823146,8.043745864443501
1723,2.0598270813319597,1.3109422187704638
6983,2.242468084121344,1.691492478925136
22513,2.781710436463385,3.2286949823909485
11215,2.389414229331358,2.0462825277168784
6629,2.23017627518837,1.6638295506804293
49520,3.7194643456521486,7.718492010683079
32622,3.132721443535226,4.611652754310019
40852,3.4184886399148136,5.992301852435115
1505,2.052257549277191,1.2965427611504388
65215,4.264435930971423,11.632579810232873
48664,3.6897417794187435,7.5349292799506165
56093,3.9476961538906696,9.228315091100413
60106,4.08703804442181,10.2404089430431
786,2.027291982546094,1.2497989849375781
35579,3.2353962430120715,5.080116707348694
70088,4.433639278232387,13.072911671956081
18738,2.6506325304691027,2.793443102499676
4123,2.1431613791826294,1.4765762627150787
64503,4.239713422609058,11.431435368527493
80801,4.805622750263312,16.647164990487113
12731,2.4420537274736978,2.1845244147892604
37155,3.290119098600678,5.34227348182399
4881,2.1694811282537994,1.5316477210555215
85350,4.963575967314436,18.343207481520714
40923,3.4209539462262297,6.005275582129054
78463,4.724441255107119,15.817673934503166
19116,2.663757682380583,2.835145845664013
47774,3.6588386439657867,7.3471859437513745
16805,2.583513698075209,2.5865660012396803
65329,4.26839431011933,11.665003031105798
3730,2.1295153879095823,1.448550388618721
24575,2.853308487366752,3.4844757286773502
1347,2.046771374668688,1.2861726270318954
35861,3.2451880230095256,5.126380669520603
7647,2.265523906526696,1.7442037147957345
36402,3.2639729626500307,5.215919941205469
43218,3.5006423685459325,6.434791706553036
74136,4.574196460607183,14.356074373690028
45811,3.59067813284876,6.944175522742975
83718,4.9069086447759815,17.722099745210556
77893,4.704649359367585,15.61971269085639
42234,3.4664753064271574,6.248209625393364
15549,2.5399020822000256,2.457775334043582
45960,3.595851803840322,6.974235585490559
40332,3.4004328753805018,5.8978521044346115
65944,4.289748723943564,11.840957442537114
15786,2.548131344112779,2.4817423352395993
21355,2.741501637750437,3.090699543828087
14260,2.495144619729395,2.3301207473765597
76715,4.663746108172548,15.215840879755401
57841,4.008391300825241,9.660544199644574
74119,4.573606175997407,14.350517282089386
68878,4.391624903066008,12.704774949046177
5757,2.1998981469692938,1.5969781743692628
21698,2.753411497818262,3.1311554118861245
79524,4.761281959281936,16.19060067480268
41591,3.444148659127999,6.128256361611031
82234,4.855380270604984,17.1696327877572
42494,3.4755031886943133,6.2971542702983765
61733,4.143531753839744,10.670954625988438
20086,2.6974386277618954,2.944055387014973
81637,4.8346508640146295,16.95065987274018
1302,2.0452088565839883,1.2832292584487028
35572,3.235153184643341,5.078971865702091
70574,4.450514473547147,13.222753818136018
44358,3.540226160025,6.655555047617248
58889,4.044780610886701,9.926043413789492
59939,4.0812393661963675,10.196883563887052
34879,3.21109040613896,4.9664819119375005
49879,3.731929767705645,7.796355701118012
28961,3.0056019166888506,4.0727301539445975
64052,4.224053519137953,11.305232423089903
4601,2.1597587935045546,1.5111480386880949
33801,3.1736594173543677,4.79481896366412
18391,2.63858377990486,2.7555222629122147
9338,2.3242398638873136,1.8833632683662345
24770,2.8600793990671187,3.5093406617878276
75984,4.638363869952198,14.968755837290473
82350,4.8594080950011,17.21239791449727
39558,3.373557564323661,5.759113455998375
10962,2.3806294054329333,2.023795566175773
57296,3.989467470688318,9.524365295205936
2789,2.096841398627299,1.3828911788896694
38855,3.3491475595782356,5.635002414654042
10541,2.3660111806849615,1.9867427495752048
21264,2.7383418789569323,3.080025159989392
28691,2.9962268081806505,4.03473778499209
82984,4.881422238683318,17.4473866348238
15236,2.529033900855334,2.4263598556741464
85174,4.9574647854720535,18.27553809313893
30654,3.064387319297677,4.3164054142882655
79181,4.749372099214112,16.069406937525603
22687,2.7877521730575587,3.2497784026276033
82817,4.875623560457876,17.38528282108003
34803,3.208451486707022,4.954247397080088
20824,2.723063924350976,3.028759356839759
68243,4.3695760367596845,12.514374930834984
47099,3.6354008726952856,7.206894763626541
46880,3.6277966180164123,7.161764794034983
72166,4.505792891121425,13.721605703618081
49807,3.7294297387701247,7.780697801457499
29918,3.038831467956805,4.209311870141027
5810,2.2017384460468294,1.600989328250794
18193,2.6317087003321795,2.734039015359619
38782,3.3466128080186115,5.622217796918067
35628,3.2370976515931895,5.088135416293963
52575,3.82554196229123,8.397889760516014
37056,3.286681558814338,5.3255460352044395
44741,3.553524925057003,6.730841396275435
83523,4.9001377330756135,17.64883817884559
53703,3.8647090822810446,8.65848048349045
77322,4.684822741003947,15.423067121077523
27160,2.9430664706767438,3.8237674504886012
41414,3.438002754661512,6.095508202662944
1408,2.0488894547390597,1.2901697076171483
38993,3.3539392817046494,5.659223517483198
28265,2.981434970312156,3.97527596141172
82033,4.84840102315999,17.095698959719705
15865,2.5508744314170304,2.489765823143723
199,2.006909802196785,1.2124806642706272
39870,3.384391023044248,5.814774300877385
28967,3.005810252433477,4.073577126472868
25062,2.870218405305617,3.5467950538050728
80675,4.801247699626153,16.601739512604716
79586,4.763434761976411,16.212572234846238
79235,4.751247120915751,16.08844674931505
61004,4.118218960867603,10.476580648434648
29497,3.024213243208833,4.148857243909005
81419,4.82708133195986,16.871166369819186
37698,3.3089734834893925,5.434644241483897
55229,3.9176958066644287,9.019519343370096
26104,2.9063993796224494,3.682621933929042
56166,3.9502309054502946,9.246102560803095
37055,3.2866468361902337,5.325377249476725
4644,2.1612518663410456,1.5142842420032294
83283,4.891804303290547,17.558947620952896
18441,2.6403199111100824,2.7609650652013094
48809,3.6947765599138878,7.565816404375144
50035,3.7373464970659382,7.830353185393227
45940,3.5951573513582336,6.970195647104601
22598,2.784661859512263,3.2389829248725146
30692,3.065706779013646,4.32198347127454
1958,2.0679868979965046,1.3265835504055803
58209,4.021169226495677,9.753226498843988
77486,4.690517251357075,15.479376795341766
67236,4.334610354286507,12.216349562948162
13668,2.4745888262595632,2.2730050562697364
19213,2.667125776918714,2.8459138502041808
61232,4.1261357191634165,10.537116600394187
4618,2.16034907811433,1.5123874149325542
22046,2.765494971006609,3.172560247726133
46903,3.6285952383708144,7.166495591479735
10505,2.3647611662172014,1.9835954964662963
74601,4.59034248081575,14.508634031308373
74610,4.590654984432691,14.51159741103803
79826,4.7717681917614785,16.297810832514394
57328,3.9905785946596604,9.532325529290352
7669,2.2662878042569936,1.745968660952583
33613,3.167131564022732,4.765292601763372
73189,4.541314135580272,14.048692025120866
27538,2.956191622588224,3.8751543449053827
51097,3.7742219238648596,8.06442780255629
27441,2.952823528050093,3.861924125404064
5366,2.1863216009444555,1.567593290590341
84762,4.943159064341023,18.11778143372297
29103,3.010532529311682,4.092806680109424
42397,3.472135094156182,6.278864374607441
17169,2.5961527332492276,2.6247139237122727
9649,2.335038599983796,1.909736512924076
3860,2.1340293290431602,1.45778141985348
52625,3.827278093496452,8.409328497559386
43744,3.518906468824871,6.53603591406503
86193,4.992847139434485,18.669645381425344
83176,4.888088982511372,17.518969986571967
69944,4.4286392203613465,13.02873241707952
18682,2.648688063519254,2.787299918894036
33306,3.156471718422667,4.717337691730411
66566,4.31134619613653,12.020705348536561
1386,2.0481255570087615,1.288727184247752
30883,3.072338800217595,4.350093339882138
27583,2.9577541406729244,3.881302322268418
68116,4.36516626349842,12.47652465817964
70540,4.449333904327596,13.212233976633017
69238,4.404125047743608,12.81357111818849
36357,3.2624104445653304,5.208432684025402
67179,4.332631164712554,12.199623192087545
71697,4.489507980416439,13.573364215308438
50999,3.770819106702624,8.042634935069179
33587,3.166228775796016,4.76121873511953
63340,4.1993310107755875,11.107890409354743
27010,2.937858077061077,3.8035024019285064
69837,4.424923899582171,12.995969313097074
68251,4.369853817752521,12.516761759529313
84044,4.91822822023403,17.845030364985202
81580,4.832671674440676,16.92985081860171
58975,4.047766756559682,9.948043988834119
78541,4.727149619787266,15.844892767723044
14350,2.4982696558987953,2.338886774790288
60547,4.10235072165187,10.355942231155312
45817,3.5908864685933866,6.945384322752602
30834,3.0706373916364775,4.342870319893807
60094,4.086621372932557,10.237277248593726
45250,3.5711987407261656,6.831771282572085
55782,3.9368974177941873,9.152791202138582
